Source,Source City,Source Country,Target,Target City,Target Country,Source Lat,Source Lon,Target Lat,Target Lon,Weight
BHD,Belfast,UK,JER,Jersey,UK,54.6181,-5.8725,49.2081,-2.19528,1392
EXT,Exeter,UK,GCI,Guernsey,UK,50.7344,-3.41389,49.4347,-2.60194,2741
IOM,Isle of Man,UK,LCY,London (GB),UK,54.0833,-4.62333,51.5053,0.055278,3916
JER,Jersey,UK,BHD,Belfast,UK,49.2081,-2.19528,54.6181,-5.8725,1392
IOM,Isle of Man,UK,BRS,Bristol,UK,54.0833,-4.62333,51.3827,-2.71909,1646
LCY,London (GB),UK,IOM,Isle of Man,UK,51.5053,0.055278,54.0833,-4.62333,4767
BHD,Belfast,UK,NCL,Newcastle (GB),UK,54.6181,-5.8725,55.0375,-1.69167,6709
JER,Jersey,UK,NCL,Newcastle (GB),UK,49.2081,-2.19528,55.0375,-1.69167,616
NCL,Newcastle (GB),UK,JER,Jersey,UK,55.0375,-1.69167,49.2081,-2.19528,616
GCI,Guernsey,UK,JER,Jersey,UK,49.4347,-2.60194,49.2081,-2.19528,14309
NCL,Newcastle (GB),UK,BHD,Belfast,UK,55.0375,-1.69167,54.6181,-5.8725,5858
JER,Jersey,UK,GCI,Guernsey,UK,49.2081,-2.19528,49.4347,-2.60194,14804
JER,Jersey,UK,LCY,London (GB),UK,49.2081,-2.19528,51.5053,0.055278,3848
LCY,London (GB),UK,JER,Jersey,UK,51.5053,0.055278,49.2081,-2.19528,2997
GCI,Guernsey,UK,EXT,Exeter,UK,49.4347,-2.60194,50.7344,-3.41389,1674
BHD,Belfast,UK,BRS,Bristol,UK,54.6181,-5.8725,51.3827,-2.71909,3958
BRS,Bristol,UK,BHD,Belfast,UK,51.3827,-2.71909,54.6181,-5.8725,4026
BHD,Belfast,UK,LGW,London (GB),UK,54.6181,-5.8725,51.1481,-0.190278,11096
BHD,Belfast,UK,EXT,Exeter,UK,54.6181,-5.8725,50.7344,-3.41389,148
EXT,Exeter,UK,BHD,Belfast,UK,50.7344,-3.41389,54.6181,-5.8725,148
IOM,Isle of Man,UK,NCL,Newcastle (GB),UK,54.0833,-4.62333,55.0375,-1.69167,1458
NCL,Newcastle (GB),UK,IOM,Isle of Man,UK,55.0375,-1.69167,54.0833,-4.62333,1458
PZE,Penzance,UK,TSO,Isles of Scilly,UK,50.13372154,-5.550033611,49.95,-6.316667,3822
TSO,Isles of Scilly,UK,PZE,Penzance,UK,49.95,-6.316667,50.13372154,-5.550033611,3822
ISC,Isles of Scilly,UK,PZE,Penzance,UK,49.9133,-6.29167,50.13372154,-5.550033611,7566
PZE,Penzance,UK,ISC,Isles of Scilly,UK,50.13372154,-5.550033611,49.9133,-6.29167,7566
EDI,Edinburgh,UK,LCY,London (GB),UK,55.95,-3.3725,51.5053,0.055278,6913
LCY,London (GB),UK,EDI,Edinburgh,UK,51.5053,0.055278,55.95,-3.3725,6913
DND,Dundee,UK,LCY,London (GB),UK,56.4525,-3.02583,51.5053,0.055278,3286
LCY,London (GB),UK,DND,Dundee,UK,51.5053,0.055278,56.4525,-3.02583,3286
BOH,Bournemouth,UK,PIK,Glasgow (GB),UK,50.78,-1.8425,55.5094,-4.58667,5859
PIK,Glasgow (GB),UK,BOH,Bournemouth,UK,55.5094,-4.58667,50.78,-1.8425,5859
LDY,Derry,UK,STN,London (GB),UK,55.0428,-7.16111,51.885,0.235,6928
STN,London (GB),UK,LDY,Derry,UK,51.885,0.235,55.0428,-7.16111,6928
NQY,Newquay,UK,STN,London (GB),UK,50.4406,-4.99541,51.885,0.235,10075
STN,London (GB),UK,NQY,Newquay,UK,51.885,0.235,50.4406,-4.99541,10075
BLK,Blackpool,UK,STN,London (GB),UK,53.7717,-3.02861,51.885,0.235,5270
STN,London (GB),UK,BLK,Blackpool,UK,51.885,0.235,53.7717,-3.02861,5270
PIK,Glasgow (GB),UK,STN,London (GB),UK,55.5094,-4.58667,51.885,0.235,35380
STN,London (GB),UK,PIK,Glasgow (GB),UK,51.885,0.235,55.5094,-4.58667,35380
ACI,Alderney,UK,JER,Jersey,UK,49.7067,-2.21444,49.2081,-2.19528,960
JER,Jersey,UK,ACI,Alderney,UK,49.2081,-2.19528,49.7067,-2.21444,960
GCI,Guernsey,UK,STN,London (GB),UK,49.4347,-2.60194,51.885,0.235,3022
STN,London (GB),UK,GCI,Guernsey,UK,51.885,0.235,49.4347,-2.60194,3022
ACI,Alderney,UK,GCI,Guernsey,UK,49.7067,-2.21444,49.4347,-2.60194,2400
GCI,Guernsey,UK,ACI,Alderney,UK,49.4347,-2.60194,49.7067,-2.21444,2400
EMA,Nottingham,UK,GCI,Guernsey,UK,52.8311,-1.32806,49.4347,-2.60194,1155
GCI,Guernsey,UK,EMA,Nottingham,UK,49.4347,-2.60194,52.8311,-1.32806,1155
GCI,Guernsey,UK,MAN,Manchester (GB),UK,49.4347,-2.60194,53.3537,-2.27495,3687
MAN,Manchester (GB),UK,GCI,Guernsey,UK,53.3537,-2.27495,49.4347,-2.60194,3687
ACI,Alderney,UK,SOU,Southampton,UK,49.7067,-2.21444,50.9503,-1.3568,1920
SOU,Southampton,UK,ACI,Alderney,UK,50.9503,-1.3568,49.7067,-2.21444,1920
BRS,Bristol,UK,GCI,Guernsey,UK,51.3827,-2.71909,49.4347,-2.60194,1056
GCI,Guernsey,UK,BRS,Bristol,UK,49.4347,-2.60194,51.3827,-2.71909,1056
ABZ,Aberdeen (GB),UK,STN,London (GB),UK,57.2019,-2.19778,51.885,0.235,840
STN,London (GB),UK,ABZ,Aberdeen (GB),UK,51.885,0.235,57.2019,-2.19778,420
IOM,Isle of Man,UK,PIK,Glasgow (GB),UK,54.0833,-4.62333,55.5094,-4.58667,1550
PIK,Glasgow (GB),UK,IOM,Isle of Man,UK,55.5094,-4.58667,54.0833,-4.62333,1550
ABZ,Aberdeen (GB),UK,WIC,Wick,UK,57.2019,-2.19778,58.4589,-3.09306,874
WIC,Wick,UK,ABZ,Aberdeen (GB),UK,58.4589,-3.09306,57.2019,-2.19778,874
ABZ,Aberdeen (GB),UK,LBA,Leeds Bradford,UK,57.2019,-2.19778,53.8659,-1.66057,950
LBA,Leeds Bradford,UK,ABZ,Aberdeen (GB),UK,53.8659,-1.66057,57.2019,-2.19778,950
EDI,Edinburgh,UK,NWI,Norwich,UK,55.95,-3.3725,52.6758,1.28278,2117
NWI,Norwich,UK,EDI,Edinburgh,UK,52.6758,1.28278,55.95,-3.3725,2117
BHX,Birmingham (GB),UK,NCL,Newcastle (GB),UK,52.4539,-1.74803,55.0375,-1.69167,2784
MAN,Manchester (GB),UK,NWI,Norwich,UK,53.3537,-2.27495,52.6758,1.28278,1311
NCL,Newcastle (GB),UK,BHX,Birmingham (GB),UK,55.0375,-1.69167,52.4539,-1.74803,2784
NCL,Newcastle (GB),UK,SOU,Southampton,UK,55.0375,-1.69167,50.9503,-1.3568,2517
NWI,Norwich,UK,MAN,Manchester (GB),UK,52.6758,1.28278,53.3537,-2.27495,1311
SOU,Southampton,UK,NCL,Newcastle (GB),UK,50.9503,-1.3568,55.0375,-1.69167,2517
IOM,Isle of Man,UK,LBA,Leeds Bradford,UK,54.0833,-4.62333,53.8659,-1.66057,1220
LBA,Leeds Bradford,UK,IOM,Isle of Man,UK,53.8659,-1.66057,54.0833,-4.62333,1220
ABZ,Aberdeen (GB),UK,HUY,Humberside,UK,57.2019,-2.19778,53.5744,-0.350833,2109
ABZ,Aberdeen (GB),UK,NCL,Newcastle (GB),UK,57.2019,-2.19778,55.0375,-1.69167,3300
HUY,Humberside,UK,ABZ,Aberdeen (GB),UK,53.5744,-0.350833,57.2019,-2.19778,2109
NCL,Newcastle (GB),UK,ABZ,Aberdeen (GB),UK,55.0375,-1.69167,57.2019,-2.19778,3300
ABZ,Aberdeen (GB),UK,BFS,Belfast,UK,57.2019,-2.19778,54.6575,-6.21583,437
ABZ,Aberdeen (GB),UK,EMA,Nottingham,UK,57.2019,-2.19778,52.8311,-1.32806,1387
BFS,Belfast,UK,ABZ,Aberdeen (GB),UK,54.6575,-6.21583,57.2019,-2.19778,437
EMA,Nottingham,UK,ABZ,Aberdeen (GB),UK,52.8311,-1.32806,57.2019,-2.19778,1387
MAN,Manchester (GB),UK,STN,London (GB),UK,53.3537,-2.27495,51.885,0.235,2001
STN,London (GB),UK,MAN,Manchester (GB),UK,51.885,0.235,53.3537,-2.27495,2001
LBA,Leeds Bradford,UK,SOU,Southampton,UK,53.8659,-1.66057,50.9503,-1.3568,2117
SOU,Southampton,UK,LBA,Leeds Bradford,UK,50.9503,-1.3568,53.8659,-1.66057,2117
ABZ,Aberdeen (GB),UK,MME,Teesside,UK,57.2019,-2.19778,54.5092,-1.42941,1748
MME,Teesside,UK,ABZ,Aberdeen (GB),UK,54.5092,-1.42941,57.2019,-2.19778,1748
INV,Inverness,UK,MAN,Manchester (GB),UK,57.5425,-4.0475,53.3537,-2.27495,1311
MAN,Manchester (GB),UK,INV,Inverness,UK,53.3537,-2.27495,57.5425,-4.0475,1311
LGW,London (GB),UK,BFS,Belfast,UK,51.1481,-0.190278,54.6575,-6.21583,12842
BFS,Belfast,UK,NCL,Newcastle (GB),UK,54.6575,-6.21583,55.0375,-1.69167,9442
CWL,Cardiff,UK,GLA,Glasgow (GB),UK,51.3967,-3.34333,55.8719,-4.43306,7535
EXT,Exeter,UK,BHX,Birmingham (GB),UK,50.7344,-3.41389,52.4539,-1.74803,1050
GLA,Glasgow (GB),UK,STN,London (GB),UK,55.8719,-4.43306,51.885,0.235,17446
BFS,Belfast,UK,BRS,Bristol,UK,54.6575,-6.21583,51.3827,-2.71909,10370
BRS,Bristol,UK,BFS,Belfast,UK,51.3827,-2.71909,54.6575,-6.21583,10370
GLA,Glasgow (GB),UK,LTN,London (GB),UK,55.8719,-4.43306,51.8747,-0.368333,23058
LTN,London (GB),UK,GLA,Glasgow (GB),UK,51.8747,-0.368333,55.8719,-4.43306,23058
STN,London (GB),UK,GLA,Glasgow (GB),UK,51.885,0.235,55.8719,-4.43306,17446
INV,Inverness,UK,LTN,London (GB),UK,57.5425,-4.0475,51.8747,-0.368333,4758
LTN,London (GB),UK,INV,Inverness,UK,51.8747,-0.368333,57.5425,-4.0475,4758
NCL,Newcastle (GB),UK,BFS,Belfast,UK,55.0375,-1.69167,54.6575,-6.21583,7564
EDI,Edinburgh,UK,STN,London (GB),UK,55.95,-3.3725,51.885,0.235,23546
ABZ,Aberdeen (GB),UK,LTN,London (GB),UK,57.2019,-2.19778,51.8747,-0.368333,6588
NCL,Newcastle (GB),UK,STN,London (GB),UK,55.0375,-1.69167,51.885,0.235,14152
STN,London (GB),UK,EDI,Edinburgh,UK,51.885,0.235,55.95,-3.3725,23546
STN,London (GB),UK,NCL,Newcastle (GB),UK,51.885,0.235,55.0375,-1.69167,14152
EDI,Edinburgh,UK,LTN,London (GB),UK,55.95,-3.3725,51.8747,-0.368333,23546
BFS,Belfast,UK,LGW,London (GB),UK,54.6575,-6.21583,51.1481,-0.190278,10370
LTN,London (GB),UK,ABZ,Aberdeen (GB),UK,51.8747,-0.368333,57.2019,-2.19778,6588
LTN,London (GB),UK,EDI,Edinburgh,UK,51.8747,-0.368333,55.95,-3.3725,23546
BFS,Belfast,UK,STN,London (GB),UK,54.6575,-6.21583,51.885,0.235,17934
STN,London (GB),UK,BFS,Belfast,UK,51.885,0.235,54.6575,-6.21583,17934
EDI,Edinburgh,UK,EMA,Nottingham,UK,55.95,-3.3725,52.8311,-1.32806,17828
EMA,Nottingham,UK,EDI,Edinburgh,UK,52.8311,-1.32806,55.95,-3.3725,17828
BFS,Belfast,UK,LTN,London (GB),UK,54.6575,-6.21583,51.8747,-0.368333,17336
LTN,London (GB),UK,BFS,Belfast,UK,51.8747,-0.368333,54.6575,-6.21583,16958
BFS,Belfast,UK,EDI,Edinburgh,UK,54.6575,-6.21583,55.95,-3.3725,11346
EDI,Edinburgh,UK,BFS,Belfast,UK,55.95,-3.3725,54.6575,-6.21583,11346
EMA,Nottingham,UK,GLA,Glasgow (GB),UK,52.8311,-1.32806,55.8719,-4.43306,15172
GLA,Glasgow (GB),UK,EMA,Nottingham,UK,55.8719,-4.43306,52.8311,-1.32806,15172
BFS,Belfast,UK,LPL,Liverpool,UK,54.6575,-6.21583,53.3336,-2.84972,25010
LPL,Liverpool,UK,BFS,Belfast,UK,53.3336,-2.84972,54.6575,-6.21583,25010
BFS,Belfast,UK,GLA,Glasgow (GB),UK,54.6575,-6.21583,55.8719,-4.43306,14640
GLA,Glasgow (GB),UK,BFS,Belfast,UK,55.8719,-4.43306,54.6575,-6.21583,14640
LCY,London (GB),UK,MAN,Manchester (GB),UK,51.5053,0.055278,53.3537,-2.27495,8050
MAN,Manchester (GB),UK,LCY,London (GB),UK,53.3537,-2.27495,51.5053,0.055278,8050
BFS,Belfast,UK,BHX,Birmingham (GB),UK,54.6575,-6.21583,52.4539,-1.74803,9720
BHX,Birmingham (GB),UK,BFS,Belfast,UK,52.4539,-1.74803,54.6575,-6.21583,9720
CWL,Cardiff,UK,PIK,Glasgow (GB),UK,51.3967,-3.34333,55.5094,-4.58667,1048
PIK,Glasgow (GB),UK,CWL,Cardiff,UK,55.5094,-4.58667,51.3967,-3.34333,1048
BFS,Belfast,UK,EMA,Nottingham,UK,54.6575,-6.21583,52.8311,-1.32806,9299
EMA,Nottingham,UK,BFS,Belfast,UK,52.8311,-1.32806,54.6575,-6.21583,9299
BFS,Belfast,UK,CWL,Cardiff,UK,54.6575,-6.21583,51.3967,-3.34333,4061
CWL,Cardiff,UK,BFS,Belfast,UK,51.3967,-3.34333,54.6575,-6.21583,4061
CWL,Cardiff,UK,EDI,Edinburgh,UK,51.3967,-3.34333,55.95,-3.3725,7598
EDI,Edinburgh,UK,CWL,Cardiff,UK,55.95,-3.3725,51.3967,-3.34333,7598
GLA,Glasgow (GB),UK,CWL,Cardiff,UK,55.8719,-4.43306,51.3967,-3.34333,6026
BFS,Belfast,UK,MAN,Manchester (GB),UK,54.6575,-6.21583,53.3537,-2.27495,11988
EMA,Nottingham,UK,JER,Jersey,UK,52.8311,-1.32806,49.2081,-2.19528,4061
JER,Jersey,UK,EMA,Nottingham,UK,49.2081,-2.19528,52.8311,-1.32806,4061
MAN,Manchester (GB),UK,BFS,Belfast,UK,53.3537,-2.27495,54.6575,-6.21583,11988
CNS,Cairns,Australia,OOL,Gold Coast,Australia,-16.8858,145.755,-28.1644,153.505,10569
MEL,Melbourne (AU),Australia,SYD,Sydney (AU),Australia,-37.6733,144.843,-33.9461,151.177,300165
OOL,Gold Coast,Australia,CNS,Cairns,Australia,-28.1644,153.505,-16.8858,145.755,8401
SYD,Sydney (AU),Australia,MEL,Melbourne (AU),Australia,-33.9461,151.177,-37.6733,144.843,323735
CNS,Cairns,Australia,SYD,Sydney (AU),Australia,-16.8858,145.755,-33.9461,151.177,40535
SYD,Sydney (AU),Australia,CNS,Cairns,Australia,-33.9461,151.177,-16.8858,145.755,40342
NTL,Newcastle (AU),Australia,SYD,Sydney (AU),Australia,-32.795,151.834,-33.9461,151.177,7240
SYD,Sydney (AU),Australia,NTL,Newcastle (AU),Australia,-33.9461,151.177,-32.795,151.834,6898
SYD,Sydney (AU),Australia,TRO,Taree,Australia,-33.9461,151.177,-31.8886,152.514,1691
TRO,Taree,Australia,SYD,Sydney (AU),Australia,-31.8886,152.514,-33.9461,151.177,1330
OOM,Cooma,Australia,SYD,Sydney (AU),Australia,-36.3006,148.974,-33.9461,151.177,2470
SYD,Sydney (AU),Australia,OOM,Cooma,Australia,-33.9461,151.177,-36.3006,148.974,2318
NTL,Newcastle (AU),Australia,OOM,Cooma,Australia,-32.795,151.834,-36.3006,148.974,76
OOM,Cooma,Australia,NTL,Newcastle (AU),Australia,-36.3006,148.974,-32.795,151.834,76
TRO,Taree,Australia,NTL,Newcastle (AU),Australia,-31.8886,152.514,-32.795,151.834,361
CNJ,Cloncurry,Australia,ISA,Mount Isa,Australia,-20.6686,140.504,-20.6639,139.489,367
CNJ,Cloncurry,Australia,TSV,Townsville,Australia,-20.6686,140.504,-19.2525,146.765,1142
ISA,Mount Isa,Australia,CNJ,Cloncurry,Australia,-20.6639,139.489,-20.6686,140.504,1142
TSV,Townsville,Australia,CNJ,Cloncurry,Australia,-19.2525,146.765,-20.6686,140.504,571
BNE,Brisbane,Australia,TSV,Townsville,Australia,-27.3842,153.117,-19.2525,146.765,28989
BVI,Birdsville,Australia,WNR,Windorah,Australia,-25.8975,139.348,-25.4131,142.667,171
CNS,Cairns,Australia,LZR,Lizard Island,Australia,-16.8858,145.755,-14.6733,145.455,1116
LZR,Lizard Island,Australia,CNS,Cairns,Australia,-14.6733,145.455,-16.8858,145.755,1116
CNS,Cairns,Australia,KWM,Kowanyama,Australia,-16.8858,145.755,-15.4856,141.751,190
HGD,Hughenden,Australia,RCM,Richmond (AU),Australia,-20.815,144.225,-20.7019,143.115,247
KWM,Kowanyama,Australia,CNS,Cairns,Australia,-15.4856,141.751,-16.8858,145.755,247
RCM,Richmond (AU),Australia,HGD,Hughenden,Australia,-20.7019,143.115,-20.815,144.225,247
ULP,Quilpie,Australia,WNR,Windorah,Australia,-26.6122,144.253,-25.4131,142.667,171
WNR,Windorah,Australia,ULP,Quilpie,Australia,-25.4131,142.667,-26.6122,144.253,171
WNR,Windorah,Australia,BVI,Birdsville,Australia,-25.4131,142.667,-25.8975,139.348,171
BUC,Burketown,Australia,DMD,Doomadgee Mission,Australia,-17.7486,139.534,-17.9403,138.822,171
DMD,Doomadgee Mission,Australia,BUC,Burketown,Australia,-17.9403,138.822,-17.7486,139.534,190
BUC,Burketown,Australia,ONG,Mornington Island,Australia,-17.7486,139.534,-16.6625,139.178,190
CNS,Cairns,Australia,TSV,Townsville,Australia,-16.8858,145.755,-19.2525,146.765,6611
ONG,Mornington Island,Australia,BUC,Burketown,Australia,-16.6625,139.178,-17.7486,139.534,171
TSV,Townsville,Australia,CNS,Cairns,Australia,-19.2525,146.765,-16.8858,145.755,6521
BNE,Brisbane,Australia,CTL,Charleville,Australia,-27.3842,153.117,-26.4133,146.262,171
CTL,Charleville,Australia,BNE,Brisbane,Australia,-26.4133,146.262,-27.3842,153.117,171
BMP,Brampton Island,Australia,MKY,Mackay,Australia,-20.8033,149.27,-21.1717,149.18,372
LRE,Longreach,Australia,WIN,Winton,Australia,-23.4342,144.28,-22.3636,143.086,190
MKY,Mackay,Australia,BMP,Brampton Island,Australia,-21.1717,149.18,-20.8033,149.27,372
OKY,Oakey,Australia,SGO,St George (AU),Australia,-27.4114,151.735,-28.0497,148.595,171
SGO,St George (AU),Australia,OKY,Oakey,Australia,-28.0497,148.595,-27.4114,151.735,171
TSV,Townsville,Australia,WIN,Winton,Australia,-19.2525,146.765,-22.3636,143.086,190
WIN,Winton,Australia,LRE,Longreach,Australia,-22.3636,143.086,-23.4342,144.28,190
WIN,Winton,Australia,TSV,Townsville,Australia,-22.3636,143.086,-19.2525,146.765,190
CMA,Cunnamulla,Australia,XTG,Thargomindah,Australia,-28.03,145.622,-27.9864,143.811,171
CNS,Cairns,Australia,NTN,Normanton,Australia,-16.8858,145.755,-17.6841,141.07,342
DMD,Doomadgee Mission,Australia,ONG,Mornington Island,Australia,-17.9403,138.822,-16.6625,139.178,228
ISA,Mount Isa,Australia,JCK,Julia Creek,Australia,-20.6639,139.489,-20.6683,141.723,152
ISA,Mount Isa,Australia,TSV,Townsville,Australia,-20.6639,139.489,-19.2525,146.765,931
JCK,Julia Creek,Australia,ISA,Mount Isa,Australia,-20.6683,141.723,-20.6639,139.489,152
NTN,Normanton,Australia,CNS,Cairns,Australia,-17.6841,141.07,-16.8858,145.755,418
ONG,Mornington Island,Australia,DMD,Doomadgee Mission,Australia,-16.6625,139.178,-17.9403,138.822,171
TSV,Townsville,Australia,ISA,Mount Isa,Australia,-19.2525,146.765,-20.6639,139.489,1759
XTG,Thargomindah,Australia,CMA,Cunnamulla,Australia,-27.9864,143.811,-28.03,145.622,171
NTN,Normanton,Australia,ONG,Mornington Island,Australia,-17.6841,141.07,-16.6625,139.178,342
ONG,Mornington Island,Australia,NTN,Normanton,Australia,-16.6625,139.178,-17.6841,141.07,418
CMA,Cunnamulla,Australia,SGO,St George (AU),Australia,-28.03,145.622,-28.0497,148.595,171
HGD,Hughenden,Australia,TSV,Townsville,Australia,-20.815,144.225,-19.2525,146.765,247
SGO,St George (AU),Australia,CMA,Cunnamulla,Australia,-28.0497,148.595,-28.03,145.622,171
TSV,Townsville,Australia,HGD,Hughenden,Australia,-19.2525,146.765,-20.815,144.225,247
BEU,Bedourie,Australia,BQL,Boulia,Australia,-24.3461,139.46,-22.9133,139.9,171
BNE,Brisbane,Australia,OKY,Oakey,Australia,-27.3842,153.117,-27.4114,151.735,171
BQL,Boulia,Australia,BEU,Bedourie,Australia,-22.9133,139.9,-24.3461,139.46,171
OKY,Oakey,Australia,BNE,Brisbane,Australia,-27.4114,151.735,-27.3842,153.117,171
CNS,Cairns,Australia,DKI,Dunk Island,Australia,-16.8858,145.755,-17.9417,146.14,1494
BQL,Boulia,Australia,ISA,Mount Isa,Australia,-22.9133,139.9,-20.6639,139.489,171
ISA,Mount Isa,Australia,BQL,Boulia,Australia,-20.6639,139.489,-22.9133,139.9,171
DKI,Dunk Island,Australia,CNS,Cairns,Australia,-17.9417,146.14,-16.8858,145.755,1494
DMD,Doomadgee Mission,Australia,ISA,Mount Isa,Australia,-17.9403,138.822,-20.6639,139.489,342
ISA,Mount Isa,Australia,DMD,Doomadgee Mission,Australia,-20.6639,139.489,-17.9403,138.822,418
JCK,Julia Creek,Australia,RCM,Richmond (AU),Australia,-20.6683,141.723,-20.7019,143.115,247
RCM,Richmond (AU),Australia,JCK,Julia Creek,Australia,-20.7019,143.115,-20.6683,141.723,247
BNE,Brisbane,Australia,CNJ,Cloncurry,Australia,-27.3842,153.117,-20.6686,140.504,136
CNJ,Cloncurry,Australia,BNE,Brisbane,Australia,-20.6686,140.504,-27.3842,153.117,340
BEU,Bedourie,Australia,BVI,Birdsville,Australia,-24.3461,139.46,-25.8975,139.348,171
BVI,Birdsville,Australia,BEU,Bedourie,Australia,-25.8975,139.348,-24.3461,139.46,171
CTL,Charleville,Australia,ULP,Quilpie,Australia,-26.4133,146.262,-26.6122,144.253,171
EDR,Edward River,Australia,KWM,Kowanyama,Australia,-14.8965,141.609,-15.4856,141.751,247
KWM,Kowanyama,Australia,EDR,Edward River,Australia,-15.4856,141.751,-14.8965,141.609,190
ULP,Quilpie,Australia,CTL,Charleville,Australia,-26.6122,144.253,-26.4133,146.262,171
CNJ,Cloncurry,Australia,JCK,Julia Creek,Australia,-20.6686,140.504,-20.6683,141.723,95
CNS,Cairns,Australia,EDR,Edward River,Australia,-16.8858,145.755,-14.8965,141.609,247
EDR,Edward River,Australia,CNS,Cairns,Australia,-14.8965,141.609,-16.8858,145.755,190
JCK,Julia Creek,Australia,CNJ,Cloncurry,Australia,-20.6683,141.723,-20.6686,140.504,95
HVB,Hervey Bay,Australia,MBH,Maryborough,Australia,-25.3189,152.88,-25.5133,152.715,2016
MBH,Maryborough,Australia,HVB,Hervey Bay,Australia,-25.5133,152.715,-25.3189,152.88,1944
BNE,Brisbane,Australia,MCY,Sunshine Coast,Australia,-27.3842,153.117,-26.6033,153.091,1959
MCY,Sunshine Coast,Australia,BNE,Brisbane,Australia,-26.6033,153.091,-27.3842,153.117,1527
BNE,Brisbane,Australia,THG,Thangool,Australia,-27.3842,153.117,-24.4939,150.576,950
THG,Thangool,Australia,BNE,Brisbane,Australia,-24.4939,150.576,-27.3842,153.117,950
BNE,Brisbane,Australia,HVB,Hervey Bay,Australia,-27.3842,153.117,-25.3189,152.88,688
HVB,Hervey Bay,Australia,BNE,Brisbane,Australia,-25.3189,152.88,-27.3842,153.117,1048
BNE,Brisbane,Australia,MBH,Maryborough,Australia,-27.3842,153.117,-25.5133,152.715,1944
MBH,Maryborough,Australia,BNE,Brisbane,Australia,-25.5133,152.715,-27.3842,153.117,2016
HVB,Hervey Bay,Australia,MCY,Sunshine Coast,Australia,-25.3189,152.88,-26.6033,153.091,72
MCY,Sunshine Coast,Australia,HVB,Hervey Bay,Australia,-26.6033,153.091,-25.3189,152.88,504
TMW,Tamworth,Australia,ARM,Armidale,Australia,-31.0839,150.847,-30.5281,151.617,2178
BNE,Brisbane,Australia,TMW,Tamworth,Australia,-27.3842,153.117,-31.0839,150.847,342
ARM,Armidale,Australia,BNE,Brisbane,Australia,-30.5281,151.617,-27.3842,153.117,342
BNE,Brisbane,Australia,CNS,Cairns,Australia,-27.3842,153.117,-16.8858,145.755,42480
CNS,Cairns,Australia,BNE,Brisbane,Australia,-16.8858,145.755,-27.3842,153.117,44420
ADL,Adelaide,Australia,MEL,Melbourne (AU),Australia,-34.945,138.531,-37.6733,144.843,79799
CBR,Canberra,Australia,MEL,Melbourne (AU),Australia,-35.3069,149.195,-37.6733,144.843,46687
MEL,Melbourne (AU),Australia,CBR,Canberra,Australia,-37.6733,144.843,-35.3069,149.195,43574
BNE,Brisbane,Australia,SYD,Sydney (AU),Australia,-27.3842,153.117,-33.9461,151.177,196666
SYD,Sydney (AU),Australia,BNE,Brisbane,Australia,-33.9461,151.177,-27.3842,153.117,179324
ADL,Adelaide,Australia,OOL,Gold Coast,Australia,-34.945,138.531,-28.1644,153.505,5229
TSV,Townsville,Australia,BNE,Brisbane,Australia,-19.2525,146.765,-27.3842,153.117,28745
OOL,Gold Coast,Australia,ADL,Adelaide,Australia,-28.1644,153.505,-34.945,138.531,5229
ADL,Adelaide,Australia,SYD,Sydney (AU),Australia,-34.945,138.531,-33.9461,151.177,70057
BNE,Brisbane,Australia,DRW,Darwin,Australia,-27.3842,153.117,-12.4147,130.877,14752
SYD,Sydney (AU),Australia,ADL,Adelaide,Australia,-33.9461,151.177,-34.945,138.531,67859
DRW,Darwin,Australia,BNE,Brisbane,Australia,-12.4147,130.877,-27.3842,153.117,14752
MEL,Melbourne (AU),Australia,OOL,Gold Coast,Australia,-37.6733,144.843,-28.1644,153.505,32480
OOL,Gold Coast,Australia,MEL,Melbourne (AU),Australia,-28.1644,153.505,-37.6733,144.843,32480
PPP,Proserpine,Australia,SYD,Sydney (AU),Australia,-20.495,148.552,-33.9461,151.177,1512
SYD,Sydney (AU),Australia,PPP,Proserpine,Australia,-33.9461,151.177,-20.495,148.552,1512
BNE,Brisbane,Australia,CBR,Canberra,Australia,-27.3842,153.117,-35.3069,149.195,17688
CBR,Canberra,Australia,BNE,Brisbane,Australia,-35.3069,149.195,-27.3842,153.117,17688
DRW,Darwin,Australia,SYD,Sydney (AU),Australia,-12.4147,130.877,-33.9461,151.177,10584
SYD,Sydney (AU),Australia,DRW,Darwin,Australia,-33.9461,151.177,-12.4147,130.877,10440
BNE,Brisbane,Australia,PER,Perth,Australia,-27.3842,153.117,-31.9403,115.967,15624
CFS,Coffs Harbour,Australia,SYD,Sydney (AU),Australia,-30.3206,153.116,-33.9461,151.177,12524
MCY,Sunshine Coast,Australia,MEL,Melbourne (AU),Australia,-26.6033,153.091,-37.6733,144.843,6075
MEL,Melbourne (AU),Australia,MCY,Sunshine Coast,Australia,-37.6733,144.843,-26.6033,153.091,6075
PER,Perth,Australia,BNE,Brisbane,Australia,-31.9403,115.967,-27.3842,153.117,15624
PER,Perth,Australia,SYD,Sydney (AU),Australia,-31.9403,115.967,-33.9461,151.177,57945
SYD,Sydney (AU),Australia,CFS,Coffs Harbour,Australia,-33.9461,151.177,-30.3206,153.116,12524
SYD,Sydney (AU),Australia,PER,Perth,Australia,-33.9461,151.177,-31.9403,115.967,58530
ADL,Adelaide,Australia,PER,Perth,Australia,-34.945,138.531,-31.9403,115.967,19039
